job,marital,education,default,housing,loan,contact,month,poutcome,y
technician,divorced,professional.course,no,yes,no,telephone,may,nonexistent,0
admin.,divorced,high.school,no,no,no,cellular,nov,nonexistent,0
technician,married,high.school,unknown,no,no,cellular,jul,nonexistent,0
technician,married,professional.course,no,no,no,cellular,may,nonexistent,0
admin.,single,university.degree,no,no,yes,cellular,apr,nonexistent,1
unemployed,married,professional.course,no,yes,no,telephone,nov,nonexistent,1
admin.,single,university.degree,no,yes,yes,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,no,yes,no,cellular,aug,success,0
admin.,married,university.degree,no,no,no,cellular,jun,failure,1
blue-collar,divorced,unknown,no,no,yes,telephone,may,nonexistent,0
technician,divorced,university.degree,unknown,no,no,cellular,aug,nonexistent,0
blue-collar,single,basic.9y,no,yes,yes,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,telephone,may,nonexistent,0
management,single,university.degree,no,no,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
entrepreneur,married,university.degree,no,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,apr,nonexistent,0
services,married,basic.4y,no,no,no,cellular,aug,nonexistent,0
retired,married,basic.4y,no,yes,yes,cellular,oct,failure,0
admin.,married,university.degree,no,no,no,cellular,jun,failure,0
blue-collar,married,basic.9y,no,yes,yes,telephone,may,nonexistent,0
technician,married,high.school,no,no,no,cellular,jul,nonexistent,0
entrepreneur,married,basic.9y,no,no,yes,telephone,may,nonexistent,0
self-employed,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,single,high.school,no,yes,yes,telephone,jun,nonexistent,0
self-employed,married,basic.9y,no,yes,no,cellular,apr,failure,0
blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,apr,nonexistent,0
management,married,basic.9y,no,yes,yes,cellular,aug,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,may,failure,0
admin.,married,unknown,no,no,no,cellular,jul,nonexistent,0
technician,single,basic.9y,no,no,no,telephone,may,failure,0
retired,divorced,basic.4y,no,yes,no,telephone,apr,nonexistent,1
management,married,university.degree,no,yes,no,cellular,aug,nonexistent,0
technician,single,university.degree,unknown,no,no,cellular,aug,nonexistent,0
entrepreneur,married,basic.4y,no,no,no,telephone,jun,nonexistent,0
technician,single,high.school,unknown,no,yes,cellular,aug,nonexistent,0
admin.,divorced,high.school,no,no,yes,cellular,aug,nonexistent,0
unemployed,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
technician,single,high.school,no,yes,no,cellular,may,nonexistent,0
management,married,basic.4y,no,no,no,cellular,jul,nonexistent,0
technician,married,high.school,unknown,yes,no,cellular,jul,nonexistent,0
management,married,university.degree,no,no,yes,cellular,apr,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,may,nonexistent,0
services,single,high.school,no,no,no,telephone,jun,nonexistent,0
self-employed,married,professional.course,no,yes,no,telephone,jul,nonexistent,0
technician,divorced,professional.course,no,yes,no,cellular,nov,failure,0
blue-collar,married,basic.9y,no,no,no,cellular,may,failure,0
admin.,divorced,university.degree,no,yes,no,cellular,nov,nonexistent,0
technician,married,professional.course,no,no,no,cellular,aug,failure,0
admin.,single,university.degree,no,yes,yes,cellular,nov,nonexistent,0
blue-collar,single,basic.4y,no,yes,no,telephone,nov,nonexistent,0
blue-collar,single,basic.9y,no,yes,no,telephone,jun,nonexistent,0
technician,single,professional.course,no,yes,no,telephone,may,nonexistent,0
admin.,single,high.school,no,unknown,unknown,telephone,may,nonexistent,0
admin.,single,high.school,no,no,no,cellular,may,success,0
admin.,single,university.degree,no,no,no,cellular,aug,nonexistent,0
services,single,high.school,no,yes,yes,cellular,may,failure,0
retired,divorced,high.school,no,yes,no,telephone,may,nonexistent,0
services,single,high.school,unknown,no,no,telephone,may,nonexistent,0
admin.,married,high.school,no,no,no,cellular,may,failure,0
self-employed,married,university.degree,no,yes,yes,telephone,jun,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,failure,0
admin.,single,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,married,basic.4y,no,no,no,cellular,jun,failure,0
housemaid,divorced,basic.6y,unknown,yes,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,yes,cellular,apr,nonexistent,0
unemployed,married,university.degree,unknown,no,no,telephone,jun,nonexistent,1
management,married,university.degree,no,no,no,cellular,nov,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,cellular,nov,failure,0
admin.,married,high.school,no,yes,no,telephone,jun,nonexistent,1
services,single,basic.9y,no,unknown,unknown,cellular,may,nonexistent,1
admin.,married,high.school,no,yes,no,cellular,nov,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,success,0
technician,unknown,university.degree,no,yes,no,cellular,may,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,jun,failure,0
management,married,high.school,no,no,no,telephone,may,nonexistent,0
management,married,university.degree,no,yes,yes,cellular,aug,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,aug,nonexistent,0
admin.,divorced,university.degree,no,yes,no,cellular,nov,failure,0
management,married,university.degree,no,yes,no,cellular,may,failure,0
self-employed,married,high.school,no,yes,no,cellular,may,nonexistent,0
entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,nonexistent,0
services,married,high.school,no,yes,no,telephone,may,nonexistent,0
technician,single,university.degree,no,yes,yes,cellular,mar,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,may,success,0
retired,married,high.school,no,no,no,cellular,may,success,1
admin.,married,high.school,no,no,no,cellular,jul,nonexistent,0
services,married,high.school,no,no,no,cellular,may,failure,0
blue-collar,married,basic.9y,no,no,no,telephone,jun,nonexistent,1
admin.,married,basic.9y,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,cellular,may,nonexistent,0
services,married,high.school,no,no,no,telephone,may,failure,0
management,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.6y,no,no,no,cellular,apr,success,0
admin.,divorced,university.degree,no,no,no,cellular,may,nonexistent,0
student,single,professional.course,no,no,no,cellular,jul,success,1
blue-collar,married,basic.4y,no,yes,no,cellular,aug,nonexistent,0
technician,married,university.degree,no,yes,no,cellular,sep,failure,0
admin.,single,university.degree,no,no,yes,cellular,aug,nonexistent,0
admin.,married,high.school,unknown,no,yes,cellular,apr,nonexistent,0
technician,married,university.degree,unknown,yes,no,cellular,aug,nonexistent,0
unemployed,single,basic.4y,no,no,no,cellular,jun,nonexistent,1
entrepreneur,divorced,unknown,no,no,yes,cellular,apr,failure,0
admin.,single,university.degree,no,yes,no,cellular,may,failure,0
blue-collar,single,high.school,unknown,no,no,telephone,jun,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,jun,nonexistent,0
technician,divorced,professional.course,no,yes,no,cellular,aug,nonexistent,0
blue-collar,single,basic.9y,no,yes,no,telephone,may,nonexistent,0
services,married,high.school,no,yes,no,telephone,may,nonexistent,0
housemaid,single,high.school,unknown,no,no,telephone,jun,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,apr,nonexistent,0
services,married,high.school,unknown,no,no,cellular,aug,nonexistent,0
services,single,basic.9y,unknown,yes,yes,telephone,may,nonexistent,0
blue-collar,single,basic.4y,no,yes,no,telephone,jun,nonexistent,0
entrepreneur,married,university.degree,no,yes,yes,cellular,nov,nonexistent,0
services,married,basic.9y,no,yes,no,cellular,may,nonexistent,0
services,married,high.school,no,yes,no,cellular,apr,nonexistent,0
management,married,basic.4y,no,yes,no,cellular,nov,nonexistent,0
admin.,single,basic.9y,no,no,no,telephone,may,nonexistent,0
entrepreneur,married,university.degree,unknown,unknown,unknown,telephone,jun,nonexistent,0
technician,married,professional.course,no,no,no,cellular,nov,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,nov,failure,0
admin.,single,basic.4y,unknown,no,no,telephone,may,nonexistent,0
unemployed,divorced,professional.course,no,no,no,telephone,jun,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,cellular,oct,success,1
management,married,university.degree,no,no,no,cellular,apr,failure,0
blue-collar,married,unknown,unknown,yes,no,telephone,may,nonexistent,1
technician,married,basic.4y,unknown,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.4y,unknown,no,yes,cellular,may,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,nonexistent,0
self-employed,single,university.degree,no,no,no,telephone,jun,nonexistent,0
services,married,high.school,no,no,no,cellular,jul,nonexistent,0
management,married,high.school,unknown,yes,no,cellular,jul,nonexistent,0
services,single,high.school,unknown,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.4y,no,no,no,cellular,jul,nonexistent,0
technician,divorced,basic.9y,no,yes,no,cellular,jul,nonexistent,0
management,divorced,university.degree,no,no,no,cellular,may,nonexistent,0
admin.,single,high.school,no,unknown,unknown,telephone,may,nonexistent,0
management,married,university.degree,no,yes,no,cellular,nov,nonexistent,1
services,single,high.school,no,no,no,telephone,jun,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,jul,nonexistent,0
technician,single,professional.course,no,yes,no,cellular,aug,nonexistent,0
self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,nonexistent,0
blue-collar,married,professional.course,no,yes,yes,cellular,jun,nonexistent,1
services,single,high.school,no,no,no,cellular,jul,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,jun,nonexistent,0
entrepreneur,single,university.degree,no,yes,no,cellular,nov,failure,1
services,married,high.school,no,no,no,cellular,may,nonexistent,0
technician,married,professional.course,unknown,yes,yes,cellular,aug,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,jul,failure,1
technician,married,professional.course,unknown,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,telephone,may,nonexistent,0
blue-collar,single,high.school,no,no,yes,telephone,may,nonexistent,0
technician,single,university.degree,no,no,yes,telephone,may,nonexistent,0
services,married,high.school,no,no,yes,cellular,apr,nonexistent,0
blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,nonexistent,0
services,single,high.school,no,no,no,cellular,apr,success,0
admin.,married,university.degree,no,yes,no,cellular,jun,success,1
blue-collar,married,basic.6y,unknown,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,nonexistent,0
services,single,unknown,no,yes,no,cellular,apr,nonexistent,1
technician,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
technician,married,university.degree,no,yes,yes,cellular,may,nonexistent,0
blue-collar,single,high.school,no,no,no,cellular,may,failure,0
admin.,single,high.school,no,no,no,telephone,jul,nonexistent,0
retired,married,professional.course,no,no,no,telephone,dec,failure,1
housemaid,married,basic.4y,unknown,no,no,telephone,may,nonexistent,0
retired,divorced,professional.course,unknown,yes,no,telephone,jun,nonexistent,0
management,married,basic.9y,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.4y,unknown,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,jun,nonexistent,0
admin.,single,high.school,no,yes,yes,cellular,jul,nonexistent,0
technician,single,professional.course,no,no,no,cellular,may,nonexistent,0
admin.,divorced,basic.6y,no,no,yes,telephone,jul,nonexistent,0
services,married,basic.9y,unknown,no,no,cellular,jul,nonexistent,0
management,single,university.degree,no,yes,no,telephone,jun,nonexistent,0
entrepreneur,married,basic.9y,no,yes,no,telephone,jun,nonexistent,0
management,married,unknown,no,yes,no,cellular,nov,failure,0
blue-collar,married,basic.4y,unknown,no,yes,cellular,nov,nonexistent,0
retired,divorced,high.school,no,yes,no,telephone,may,nonexistent,0
management,married,university.degree,no,yes,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,apr,failure,1
blue-collar,married,high.school,no,yes,yes,cellular,may,failure,0
blue-collar,married,high.school,unknown,yes,no,cellular,may,failure,0
blue-collar,married,unknown,no,no,yes,cellular,jul,nonexistent,0
unemployed,married,university.degree,no,yes,yes,cellular,may,nonexistent,0
retired,married,professional.course,no,yes,yes,cellular,jul,success,0
technician,married,professional.course,no,no,no,cellular,may,nonexistent,1
retired,divorced,basic.4y,no,no,no,cellular,may,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,dec,nonexistent,1
admin.,married,university.degree,no,yes,no,cellular,may,nonexistent,1
blue-collar,married,basic.6y,no,yes,no,cellular,may,nonexistent,1
blue-collar,married,basic.9y,no,no,no,cellular,may,nonexistent,0
services,married,university.degree,unknown,no,yes,cellular,aug,nonexistent,0
entrepreneur,divorced,university.degree,unknown,no,yes,telephone,may,nonexistent,0
self-employed,married,university.degree,no,yes,yes,telephone,apr,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,jul,nonexistent,0
services,single,basic.6y,no,yes,no,telephone,jun,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,nonexistent,1
technician,single,professional.course,no,yes,no,cellular,apr,failure,0
self-employed,married,university.degree,no,no,no,cellular,aug,nonexistent,0
housemaid,married,basic.6y,no,no,no,cellular,aug,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,aug,nonexistent,0
student,single,basic.9y,no,no,yes,cellular,aug,failure,1
blue-collar,married,professional.course,no,no,no,telephone,may,nonexistent,0
blue-collar,married,professional.course,no,no,no,telephone,may,nonexistent,0
technician,divorced,university.degree,no,yes,no,cellular,jul,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
admin.,single,high.school,no,yes,yes,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,may,success,1
technician,divorced,professional.course,no,no,yes,cellular,nov,nonexistent,0
admin.,divorced,university.degree,no,no,no,cellular,aug,nonexistent,0
technician,married,professional.course,no,no,no,cellular,may,nonexistent,0
housemaid,married,professional.course,no,yes,no,cellular,aug,nonexistent,0
admin.,single,university.degree,no,no,yes,telephone,aug,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,nov,failure,0
admin.,single,university.degree,unknown,yes,no,telephone,may,nonexistent,0
blue-collar,married,unknown,unknown,yes,yes,telephone,may,nonexistent,0
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,nonexistent,0
self-employed,married,university.degree,no,no,yes,cellular,jun,failure,1
