workclass,education,marital_status,occupation,relationship,race,sex,income
Private,10th,Never-married,Sales,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,>50K
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Widowed,Sales,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
?,HS-grad,Divorced,?,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Prof-school,Divorced,Tech-support,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Self-emp-not-inc,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50K
Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,>50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
?,HS-grad,Divorced,?,Not-in-family,Black,Male,<=50K
Private,Masters,Divorced,Tech-support,Not-in-family,White,Male,>50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,<=50K
Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,<=50K
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,>50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
?,HS-grad,Divorced,?,Own-child,White,Male,<=50K
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
?,9th,Never-married,?,Own-child,White,Female,<=50K
Private,9th,Divorced,Transport-moving,Not-in-family,Black,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Local-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50K
?,HS-grad,Never-married,?,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,11th,Never-married,Sales,Own-child,Black,Female,<=50K
Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,Black,Male,<=50K
State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
Private,11th,Divorced,Other-service,Unmarried,Black,Female,<=50K
Private,Bachelors,Widowed,Priv-house-serv,Unmarried,White,Female,>50K
State-gov,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
?,HS-grad,Never-married,?,Own-child,White,Male,<=50K
Federal-gov,Doctorate,Widowed,Exec-managerial,Not-in-family,White,Male,>50K
State-gov,Some-college,Divorced,Other-service,Unmarried,White,Male,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Self-emp-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
?,Bachelors,Married-spouse-absent,?,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50K
Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,Assoc-acdm,Never-married,?,Own-child,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
?,12th,Widowed,?,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Local-gov,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,<=50K
Private,1st-4th,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Widowed,Exec-managerial,Not-in-family,Black,Female,<=50K
Private,5th-6th,Widowed,Other-service,Other-relative,White,Female,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
State-gov,Bachelors,Never-married,Adm-clerical,Other-relative,White,Female,<=50K
State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,Black,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,>50K
Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Self-emp-inc,9th,Never-married,Sales,Own-child,White,Female,<=50K
State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,5th-6th,Never-married,Other-service,Unmarried,White,Female,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Private,Some-college,Separated,Tech-support,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,>50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,>50K
Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,<=50K
Local-gov,1st-4th,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,<=50K
Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Self-emp-inc,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,<=50K
Private,11th,Separated,Other-service,Unmarried,Black,Female,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Local-gov,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50K
Private,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,>50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,>50K
?,HS-grad,Never-married,?,Unmarried,Black,Female,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Sales,Own-child,White,Male,<=50K
Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
Private,11th,Never-married,Sales,Own-child,White,Female,<=50K
Private,11th,Separated,Other-service,Unmarried,Black,Female,<=50K
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,<=50K
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,<=50K
Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
?,HS-grad,Never-married,?,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50K
Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,9th,Never-married,Craft-repair,Not-in-family,Black,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,11th,Never-married,Sales,Own-child,White,Female,<=50K
State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
